age,gender,height,weight,body_fat_percentage,Resting_BPM,active_BPM,Exercise
47,F,156.9,48.3,22.4,73,107,Gymnastics
41,F,161.6,61.5,34.5,73,106,Pilates
18,M,171.6,78.7,18.5,73,99,Yoga
16,M,179.7,89.2,24.2,72,101,Golf
64,M,172.3,61.8,17.7,72,112,Bowling
18,M,179.1,86.34,23,72,119,Table Tennis
19,M,179.5,66.7,13.8,72,100,Hiking
31,F,161.4,53.5,25.6,72,113,Tai Bo
13,M,155.4,72.8,42.8,72,118,Rock Climbing
31,F,163.2,79.16,32.6,72,113,Weightlifting
62,F,144.5,52,44.1,72,119,Horseback Riding
61,F,147.1,59.1,34.8,72,113,Bicycle Riding
18,F,166,65.2,33,72,115,Dodgeball
39,F,163.5,44,20.5,72,98,Football
22,M,170,62.1,13.6,71,90,Walking
25,F,167.4,51.1,24,71,99,Jogging
23,F,158.2,49.7,34.1,71,122,Treadmill Running
18,M,171.7,66.5,9.2,71,92,Cycling
58,F,154.1,48.5,26.1,71,130,Swimming
23,M,162.7,66.6,12.4,71,107,Dancing
21,F,160.8,49.2,26.7,71,122,Aerobics
37,M,176.4,71.4,22.8,71,96,Gymnastics
63,F,150.8,45.7,29.4,71,91,Pilates
52,F,158.2,80.7,48.3,70,103,Yoga
17,M,179.6,56.8,9.1,70,,Golf
51,F,161.3,49.68,26.6,70,102,Bowling
18,M,173.8,77.5,23.5,70,109,Table Tennis
35,F,160,55.5,24,70,91,Hiking
22,F,169.8,50,23.6,70,98,Tai Bo
51,F,156.4,66.7,42.2,70,118,Rock Climbing
18,M,186.1,77.1,14.3,70,112,Weightlifting
43,M,175.5,85.2,24.8,69,100,Horseback Riding
53,F,157.7,64.7,37.6,69,109,Bicycle Riding
64,M,166.2,78.1,25.1,69,133,Dodgeball
18,F,160.4,54.1,25.2,69,83,Football
39,M,178.6,83.3,21.6,69,90,Walking
45,M,178.5,72.8,19.9,69,108,Jogging
34,F,164.2,56.1,30.2,69,104,Treadmill Running
40,M,178,71.6,14.3,69,100,Cycling
32,F,168.7,50.9,18.2,69,89,Swimming
44,F,161.7,54.9,33.5,69,99,Dancing
27,F,167.5,78.2,31.7,69,105,Aerobics
58,M,175,73.8,22.8,68,95,Gymnastics
62,M,173.4,71.6,31.4,68,,Pilates
26,F,169,60.5,23.1,68,100,Yoga
19,M,178.5,80.1,13.6,68,94,Golf
58,F,157.9,55.5,25.1,68,86,Bowling
51,F,159,55,30,68,96,Table Tennis
28,M,183.6,86.6,17.7,68,108,Hiking
30,F,161.6,60.3,32,67,106,Tai Bo
62,F,152.4,54.2,35.1,67,102,Rock Climbing
18,M,174.9,68.2,17.6,67,105,Weightlifting
57,F,149.1,52.8,18.5,67,128,Horseback Riding
60,M,178.3,58.9,14.5,67,104,Bicycle Riding
51,M,174.4,73.7,16.9,67,123,Dodgeball
18,M,175.4,77.9,16.6,67,112,Football
34,F,151.4,64,42.9,66,142,Walking
60,M,173.2,66.5,17.4,66,93,Jogging
19,M,174.4,77.2,16.7,66,97,Treadmill Running
18,M,174.4,75.3,15.4,66,98,Cycling
58,M,163.4,67.5,26.3,65,102,Swimming
15,M,157.8,50.7,15.7,65,153,Dancing
39,F,162.5,74.8,42.2,65,120,Aerobics
41,M,176.6,91.8,25.2,65,100,Gymnastics
60,F,151.6,42.3,22.8,65,98,Pilates
18,M,175.3,82.5,25.7,64,109,Yoga
22,F,167.4,60.3,32.7,64,121,Golf
53,F,160.3,81.1,43.5,64,115,Bowling
59,M,175.6,81.4,21.5,64,98,Table Tennis
40,M,173.4,77.9,15.5,64,99,Hiking
19,M,170.6,66.2,10.1,64,118,Tai Bo
18,F,170.8,57,20.6,63,109,Rock Climbing
54,F,152.9,47,36.8,63,80,Weightlifting
29,F,161.7,54.5,26.9,62,110,Horseback Riding
46,M,180.4,72.6,14.3,62,90,Bicycle Riding
53,F,152.9,52.5,30.1,62,98,Dodgeball
36,M,179.7,90.6,24.7,61,88,Football
18,M,168.3,65.2,18.9,61,100,Walking
43,F,158.8,53.4,16.6,60,79,Jogging
63,M,161,54.5,19.1,60,82,Treadmill Running
58,M,172.4,77.9,26.3,60,91,Cycling
58,F,158.9,61.4,31.6,60,91,Swimming
30,M,177.5,73.8,7.2,60,91,Dancing
46,M,163.7,49.5,13.5,59,87,Aerobics
19,F,163.3,69.5,27.7,59,113,Gymnastics
62,M,166.6,51.8,11.9,59,105,Pilates
32,F,161.5,55.7,30.4,56,82,Yoga
53,M,175.4,77.5,26.3,55,72,Golf
30,F,164.5,54.8,22,53,78,Bowling
57,F,164.5,62.5,25.5,52,81,Table Tennis
18,M,179.8,79.8,14.9,51,85,Hiking
47,F,157.4,61.4,23.1,42,104,Tai Bo
59,M,176.9,66.3,16.1,147,169,Rock Climbing
18,M,163.5,71.3,25.1,143,159,Weightlifting
22,M,175.9,67.9,8.9,130,130,Horseback Riding
18,F,157.5,44.4,22.8,126,148,Bicycle Riding
16,F,159.2,49.7,30.5,126,139,Dodgeball
31,M,171.6,64.7,25.6,123,144,Football
63,M,155.2,60.6,25.7,123,152,Walking
61,F,153.3,56.8,34.7,123,168,Jogging
18,M,178.4,85.8,21.9,122,145,Treadmill Running
17,M,172.3,59.9,9.2,122,133,Cycling
42,F,163.2,53.8,33,121,147,Swimming
38,M,169.4,79.4,31.6,119,141,Dancing
22,F,154.1,50,35.7,117,145,Aerobics
18,M,170.8,69.7,23.4,117,140,Gymnastics
59,M,166,70.6,24.8,116,131,Pilates
19,F,168.5,65,28,116,140,Yoga
22,F,166.3,68.7,31.8,116,149,Golf
22,F,159.7,55.6,32.4,115,163,Bowling
56,F,156,64.4,33.3,114,138,Table Tennis
62,F,149.3,43.4,26.8,114,144,Hiking
22,M,172.6,74.8,23.4,114,132,Tai Bo
15,M,167,61,15.2,114,147,Rock Climbing
50,F,164.7,76.7,32.8,114,148,Weightlifting
18,M,180.2,59.9,9.5,113,140,Horseback Riding
20,M,173.3,96.2,30.5,113,136,Bicycle Riding
18,M,173.9,70.9,23.1,112,126,Dodgeball
23,F,159.3,43.6,31.1,112,164,Football
20,M,169.9,63.4,13.8,111,123,Walking
19,F,165.1,67.8,32.8,110,136,Jogging
28,F,153.7,51,33.2,110,139,Treadmill Running
36,M,177.4,86.1,24.8,110,141,Cycling
60,M,179.1,78.5,20.8,109,119,Swimming
17,M,178.9,90.2,26.8,109,134,Dancing
23,F,165.7,66.2,30.6,109,133,Aerobics
20,M,178.8,82.5,16.2,109,144,Gymnastics
63,M,167.9,50.8,9.8,109,130,Pilates
20,M,183.7,79.3,25.7,108,124,Yoga
20,F,161.8,60.5,29.8,108,143,Golf
60,M,166.1,76.5,31.3,108,113,Bowling
59,M,171.9,71.2,24.7,108,125,Table Tennis
64,M,167.9,70.7,28.1,108,129,Hiking
27,M,180.4,92.4,28.8,108,129,Tai Bo
18,M,173.2,74.4,21.3,108,122,Rock Climbing
26,F,169.9,55.6,23.9,107,151,Weightlifting
61,M,175.1,82.5,24.1,107,120,Horseback Riding
63,F,156.8,55.2,21.6,107,144,Bicycle Riding
20,M,169.6,57.1,9,106,136,Dodgeball
15,M,181.6,126.2,43.5,106,148,Football
25,F,169.6,71.2,41,106,148,Walking
18,M,173.3,65.9,9.5,106,121,Jogging
19,M,171.4,75.6,19.8,105,121,Treadmill Running
20,M,175.5,58.1,9.9,105,120,Cycling
20,F,164,54.1,26.2,105,136,Swimming
34,F,165.6,56.3,29.9,105,138,Dancing
19,F,159.1,62.6,32.1,105,124,Aerobics
38,F,169.9,56,29.3,104,109,Gymnastics
18,M,174.2,91.7,28.8,104,127,Pilates
59,F,147.1,68.6,50.9,104,139,Yoga
18,M,178.3,70.7,26.6,104,130,Golf
18,F,157.5,49.8,26.8,104,115,Bowling
20,M,178.6,96.7,20.6,104,130,Table Tennis
19,F,170.3,61.7,22.7,103,125,Hiking
18,M,178,61.8,8.3,103,122,Tai Bo
32,M,176.5,88.2,30.8,103,147,Rock Climbing
19,M,171.1,52.7,9.8,103,121,Weightlifting
23,F,163.5,50.4,24.1,103,119,Horseback Riding
44,M,177.7,78.6,23.6,102,128,Bicycle Riding
61,M,170.3,62.8,23.2,102,119,Dodgeball
26,M,190.7,92.9,15.2,102,118,Football
15,M,163.7,73.2,34.7,102,148,Walking
54,F,158.9,61.7,31.6,102,108,Jogging
17,F,169.8,56,23.9,101,124,Treadmill Running
47,M,170,80.4,29.8,101,127,Cycling
19,M,167.3,63.5,21.5,101,134,Swimming
17,F,172.9,62,26.8,101,138,Dancing
17,M,168.9,68,18,100,135,Aerobics
24,F,170.9,58.5,25.1,100,144,Gymnastics
37,F,164.5,82.5,46.7,100,147,Pilates
38,F,167.2,65,31.1,100,135,Yoga
62,M,166.5,68.2,22.4,100,121,Golf
18,M,173.4,76.4,29,100,121,Bowling
35,F,158.5,47.9,27.5,100,128,Table Tennis
21,M,170.4,69.1,22.6,100,133,Hiking
28,F,160.6,51.4,14.7,100,129,Tai Bo
41,F,172,64.5,27.7,100,101,Rock Climbing
60,M,171.2,66.9,18.7,100,122,Weightlifting
23,F,162,63.3,39.1,100,106,Horseback Riding
17,M,166.2,86.1,35.1,100,127,Bicycle Riding
18,M,172.3,60.7,14.8,100,140,Dodgeball
18,M,173.8,70.9,20.1,100,122,Football
58,F,162,63.4,25.2,99,135,Walking
15,F,159.1,42.9,23.6,99,153,Jogging
63,M,173.7,80.2,28.4,99,116,Treadmill Running
18,M,164.5,66.3,17.1,99,116,Cycling
18,M,171.5,76.2,20.2,99,109,Swimming
27,M,179.8,87.6,24.3,99,124,Dancing
58,F,163.4,67.5,36.2,99,123,Aerobics
18,M,176.1,58.5,12.8,99,122,Gymnastics
14,F,163.8,46.2,23.3,99,90,Pilates
27,F,163.1,54.2,21.7,99,113,Yoga
18,M,172,74.7,21.7,99,127,Golf
28,F,163,55.6,34.7,99,140,Bowling
20,M,177.4,78.7,22.5,99,120,Table Tennis
15,M,173.3,66.3,14.1,99,121,Hiking
30,M,177,84,32.4,99,118,Tai Bo
15,M,180.8,47.6,7.8,99,139,Rock Climbing
13,M,157,56.3,22,99,121,Weightlifting
30,F,156,70.2,43.4,99,135,Horseback Riding
22,F,165.8,58.8,22.8,99,142,Bicycle Riding
15,M,166.6,84.7,38.6,99,141,Dodgeball
18,F,168.3,72.3,37.9,99,133,Football
56,F,160.2,64.2,35.7,99,126,Walking
63,M,169.8,57.6,17.7,99,140,Jogging
18,M,172.6,84.5,27.8,99,130,Treadmill Running
17,M,173.8,79.7,18.2,99,122,Cycling
63,F,150.4,58.8,36.3,99,131,Swimming
59,F,157.5,57.7,30.1,99,124,Dancing
18,M,184.2,99,29.6,99,123,Aerobics
23,F,162.4,59.6,22.8,99,123,Gymnastics
25,M,182.8,82.4,25.6,98,113,Pilates
21,F,165.4,57.9,28.4,98,114,Yoga
25,F,164.7,55.7,27.8,98,133,Golf
51,F,156.7,49.2,21.8,98,122,Bowling
18,M,174.2,74.2,20.4,98,124,Table Tennis
63,M,172.2,84,30.3,98,115,Hiking
17,F,160.7,53.6,23,98,110,Tai Bo
19,M,165.9,66.6,22.7,98,135,Rock Climbing
19,M,173.1,73.5,27.5,98,117,Weightlifting
17,F,166.7,56.24,29.4,98,92,Horseback Riding
18,M,173.2,87.7,29.2,98,121,Bicycle Riding
19,M,177.5,67.4,14.8,98,126,Dodgeball
21,M,171.5,65,12.3,98,106,Football
14,F,160.6,49.4,25.2,98,125,Walking
25,M,175.9,66.2,14.7,98,121,Jogging
29,F,160.1,56.7,28,98,133,Treadmill Running
24,F,164.8,51.8,28.3,98,132,Cycling
57,M,177.8,82.5,24.6,98,105,Swimming
18,M,173.1,72.1,16,98,129,Dancing
61,M,165.3,76.1,31.7,98,141,Aerobics
53,F,154.7,45.7,30.7,98,117,Gymnastics
19,F,162,56,27.1,98,138,Pilates
63,M,170.4,73.7,29.3,98,124,Yoga
23,M,174.7,69.3,13.4,98,115,Golf
20,F,164,47,22.7,98,129,Bowling
18,M,173,75.5,30.5,97,133,Table Tennis
60,F,152.6,62.8,43.9,97,117,Hiking
62,M,163.2,70.3,25.5,97,112,Tai Bo
29,F,163,47.6,25.7,97,117,Rock Climbing
46,M,170.1,70.7,22.8,97,125,Weightlifting
61,M,161.1,71,28.5,97,129,Horseback Riding
20,F,168.4,60.7,25.8,97,122,Bicycle Riding
19,M,183,77.4,20.3,97,117,Dodgeball
18,M,176.7,72.2,12.1,97,126,Football
21,F,168.7,55.9,26.1,97,138,Walking
18,M,176.6,74.6,17.5,97,114,Jogging
19,M,166.8,70.4,23.3,97,119,Treadmill Running
19,F,168.3,53.8,28.7,97,133,Cycling
59,M,176.3,80.2,31.5,97,114,Swimming
58,F,153.8,52.3,35.9,97,128,Dancing
18,M,181.7,108,33.6,97,129,Aerobics
64,M,160.7,59.3,21.9,97,134,Gymnastics
24,M,176.6,89.7,27.6,97,,Pilates
20,F,164.8,46.9,21.9,96,126,Yoga
20,F,165.9,54.06,27.4,96,141,Golf
18,M,164.9,62.2,18.7,96,120,Bowling
24,F,164.7,48.9,19,96,117,Table Tennis
25,M,169.9,67,16.3,96,120,Hiking
23,F,160.1,55,28.4,96,119,Tai Bo
18,M,178.1,69.8,13.3,96,103,Rock Climbing
21,F,158,48,31.5,96,119,Weightlifting
58,M,163.4,82,29.8,96,118,Horseback Riding
20,M,164.2,87.3,39,96,134,Bicycle Riding
52,F,163.7,53.8,24.3,96,145,Dodgeball
29,M,184.1,104.3,27.6,96,124,Football
15,M,169.4,59,15,96,117,Walking
56,M,172.5,81.4,34.6,96,126,Jogging
37,M,178,81.4,25.3,96,125,Treadmill Running
64,M,163.2,70.7,34.7,96,113,Cycling
14,M,173.2,54.1,15.6,96,147,Swimming
59,M,164.7,61.1,23.5,96,114,Dancing
24,M,175.4,60.3,10.5,96,,Aerobics
20,M,172.8,71.6,14.5,95,113,Gymnastics
36,F,163.8,66.4,35.4,95,123,Pilates
23,F,162.5,57.1,27.6,95,120,Yoga
18,F,162.2,49.1,25.1,95,123,Golf
51,F,161.1,66.9,35.7,95,144,Bowling
43,M,173,90.8,32.9,95,93,Table Tennis
56,M,167.7,72.6,30.9,95,131,Hiking
17,M,186.1,66.6,13.8,95,128,Tai Bo
21,F,159.9,48.2,32.9,95,138,Rock Climbing
18,M,178.7,72.6,23.2,95,129,Weightlifting
17,M,173,65.9,14.9,95,124,Horseback Riding
61,F,153.8,55.9,30.9,95,138,Bicycle Riding
15,F,161,58.7,27.3,95,124,Dodgeball
57,F,159.7,68.4,45.5,95,135,Football
23,F,157.6,49.3,24.1,95,116,Walking
25,F,160.2,46.2,31.1,95,131,Jogging
17,M,173.2,71.8,18.4,95,135,Treadmill Running
27,M,173.8,73.7,17.2,95,128,Cycling
21,M,178.3,65,22.3,95,129,Swimming
61,M,172,74.8,18.4,95,97,Dancing
52,M,172.8,63.4,20.5,95,111,Aerobics
13,F,168.1,49.9,20.6,95,130,Gymnastics
35,F,171.7,79,32.5,95,118,Pilates
23,M,176.9,71.7,12.5,95,110,Yoga
50,F,160.5,62.7,33.6,95,140,Golf
18,M,174.2,57.5,10.5,95,116,Bowling
42,F,160,47.1,20.9,94,133,Table Tennis
29,M,171.6,69.4,20.7,94,105,Hiking
29,M,174,104.2,32.4,94,119,Tai Bo
18,M,177.1,64.2,9,94,129,Rock Climbing
38,F,156.8,70.9,42.1,94,130,Weightlifting
19,M,175.5,72.4,19.7,94,128,Horseback Riding
63,F,154.1,58.5,32.2,94,134,Bicycle Riding
35,M,174.8,79.5,19.3,94,110,Dodgeball
18,M,170.3,54.8,10,94,131,Football
23,F,166.8,45,17,94,141,Walking
18,F,155.6,47.8,34.1,94,140,Jogging
18,M,181.2,73,22.6,94,112,Treadmill Running
18,M,180.6,88.5,28.9,94,118,Cycling
64,F,155.3,64,37.7,94,122,Swimming
26,F,161.6,57.6,33.2,94,127,Dancing
18,M,170.9,73.1,19.3,94,132,Aerobics
21,M,167.9,59.4,11.1,94,122,Gymnastics
21,F,160.1,51.4,22.1,94,123,Pilates
18,M,163.9,65,24.7,94,121,Yoga
52,F,163.1,61.9,28.2,94,133,Golf
18,M,168,60.2,10.6,94,128,Bowling
20,M,172.5,82.2,29,94,124,Table Tennis
59,F,157.1,65.8,38,94,149,Hiking
22,F,155.8,51.1,26.1,94,131,Tai Bo
43,M,165.1,56.4,25,94,119,Rock Climbing
28,M,168.3,66.6,20.3,94,,Weightlifting
18,M,180.3,76.4,21.1,94,139,Horseback Riding
28,M,181,85.5,24.8,93,121,Bicycle Riding
58,M,174.6,74.7,18.6,93,105,Dodgeball
19,F,157.7,69.2,42,93,125,Football
18,M,176.3,83,21.1,93,126,Walking
31,F,154.3,51.9,29,93,123,Jogging
20,M,169.8,70.4,15.9,93,116,Treadmill Running
18,M,178.5,59.5,12.2,93,119,Cycling
63,M,169.4,63.5,15.7,93,123,Swimming
18,M,172.7,67.9,21.2,93,130,Dancing
15,M,165,45,13,93,120,Aerobics
21,F,172.1,64.5,35.4,93,129,Gymnastics
61,M,162.7,68.4,24.2,93,125,Pilates
20,F,164.6,65.9,29.4,93,136,Yoga
28,F,169.3,58.2,19.7,93,103,Golf
23,M,172.7,97.3,36.3,93,130,Bowling
22,F,162.1,54.7,29.7,93,118,Table Tennis
51,M,173.3,73.3,21.4,93,110,Hiking
18,F,164,52.8,30.2,92,151,Tai Bo
63,F,154.9,63.8,35.7,92,127,Rock Climbing
45,M,169.1,77.1,24.5,92,105,Weightlifting
18,M,167.8,73.1,24,92,114,Horseback Riding
15,M,180,58.3,10.2,92,116,Bicycle Riding
15,M,170,102.5,40.4,92,134,Dodgeball
24,F,156.3,47.46,26.2,92,75,Football
18,M,169.4,68.5,17.3,92,106,Walking
18,M,182.8,83,18.2,92,115,Jogging
25,M,170.8,68.4,18.5,92,135,Treadmill Running
45,F,158.3,65.7,39.5,92,110,Cycling
25,M,167,67,14.9,92,108,Swimming
18,M,180.7,79.4,18.3,92,114,Dancing
18,M,174.1,66.3,11.7,92,111,Aerobics
63,M,177.9,91.2,31.9,92,127,Gymnastics
18,F,165,58.5,27,92,143,Pilates
18,M,166,54.1,16.3,92,110,Yoga
36,F,165.2,56.9,26.3,91,120,Golf
24,F,170,57.2,35.6,91,106,Bowling
50,F,178.5,97.1,40.5,91,120,Table Tennis
29,F,159,45.9,20.9,91,126,Hiking
24,M,182,62.9,23.4,91,134,Tai Bo
19,M,173.2,63.8,17.9,91,109,Rock Climbing
64,M,165.3,54,8.7,91,121,Weightlifting
56,F,154.7,45.3,27.3,91,135,Horseback Riding
24,F,149.7,40.2,20.3,91,117,Bicycle Riding
21,F,168,58,27.4,91,125,Dodgeball
25,F,160,51,28.1,91,126,Football
59,F,161.7,80.6,41.7,91,127,Walking
46,F,154.2,76.14,50.6,91,140,Jogging
28,M,177.3,73.54,22.8,91,123,Treadmill Running
18,F,156.9,83.5,50,91,164,Cycling
53,F,155.5,54.9,35.1,91,119,Swimming
23,F,152.7,40.2,17.8,91,,Dancing
42,F,165.1,57.7,28.5,90,99,Aerobics
58,F,158.9,62.5,32.2,90,123,Gymnastics
26,F,164.4,55.9,22.5,90,115,Pilates
23,F,163.1,47.3,22.2,90,106,Yoga
27,F,164.8,67.4,38.9,90,130,Golf
62,M,170,85.6,29.7,90,113,Bowling
64,M,167,60.5,24.5,90,139,Table Tennis
26,F,159.8,62,35.1,90,131,Hiking
18,M,169.4,69.2,12.5,90,122,Tai Bo
30,M,171.3,68.3,17.3,90,115,Rock Climbing
17,M,169.8,57,16.8,90,105,Weightlifting
20,F,172.6,74.4,34.6,90,135,Horseback Riding
21,M,177.4,90,24.7,90,116,Bicycle Riding
18,F,167.7,74.7,30.8,90,116,Dodgeball
56,F,151.9,48.8,32.3,90,117,Football
18,M,173.4,52,9.9,90,119,Walking
13,M,157.2,42.9,12,90,109,Jogging
18,M,176.5,62.8,14.4,90,121,Treadmill Running
27,F,161,57.1,38.7,90,124,Cycling
39,M,177.2,78.9,22,90,120,Swimming
41,F,160.3,62.3,32.4,90,118,Dancing
22,M,163.8,61.5,17.8,90,119,Aerobics
21,M,171.2,86.9,32.1,90,112,Gymnastics
24,M,174.5,82.7,27.4,90,125,Pilates
38,F,161.4,47,28.9,90,101,Yoga
18,F,164,71.1,29.8,90,123,Golf
40,F,158.8,48.5,16.5,90,121,Bowling
55,M,176.5,85.4,31.7,89,98,Table Tennis
33,M,178.6,106.8,36,89,125,Hiking
63,F,147.1,54,33.8,89,115,Tai Bo
18,M,186.6,99.6,36.5,89,82,Rock Climbing
49,M,175.3,77.5,21.6,89,104,Weightlifting
20,M,171,59.9,10,89,123,Horseback Riding
17,F,159.1,42.5,22.8,89,130,Bicycle Riding
28,M,178,85.9,29.6,89,121,Dodgeball
26,F,156.2,69.28,39.4,89,109,Football
20,F,161.5,52.7,26.3,89,125,Walking
20,M,173,74.2,16.5,89,100,Jogging
43,F,167.9,69.2,31.3,89,108,Treadmill Running
14,M,162.9,48.4,10.7,89,113,Cycling
53,F,163,57.8,29.1,89,118,Swimming
23,F,164,59.3,30.5,89,106,Dancing
19,M,167.1,67.2,18.5,89,122,Aerobics
62,M,182.1,88.1,22.5,89,122,Gymnastics
26,F,171,51.2,26.3,89,111,Pilates
52,F,165.2,63.7,35.1,89,127,Yoga
57,F,151.3,59,35.3,89,111,Golf
15,F,161.9,58.3,28.6,89,135,Bowling
17,M,169.1,70.3,11.7,89,124,Table Tennis
25,F,162,62.7,30.1,89,130,Hiking
55,F,158,56.3,37.1,88,107,Tai Bo
54,F,152.2,58.8,37.8,88,123,Rock Climbing
60,M,175.5,70.3,18.8,88,104,Weightlifting
31,F,163.7,59.4,37.5,88,135,Horseback Riding
18,M,178.1,67.9,13.1,88,110,Bicycle Riding
57,F,157,47.1,15.9,88,116,Dodgeball
27,F,170.4,62.2,17.5,88,99,Football
30,M,179.6,93.7,29.7,88,125,Walking
19,M,170.1,68.1,16.6,88,109,Jogging
18,M,188.2,83.1,10.8,88,108,Treadmill Running
18,M,180,80.5,20,88,114,Cycling
57,M,176.1,78.6,22.6,88,97,Swimming
18,M,178,74,15.1,88,109,Dancing
23,M,177.8,68.5,15.8,88,105,Aerobics
15,F,157.2,41.2,20.9,88,130,Gymnastics
18,M,176,95,27.4,88,121,Pilates
29,F,173.1,110.4,40,88,135,Yoga
48,M,173.3,61.5,11.1,88,99,Golf
30,M,174.8,73.4,21.3,88,115,Bowling
18,F,156,50.6,28.3,88,122,Table Tennis
38,F,159.6,55.7,27.8,88,117,Hiking
28,F,167.9,83.4,37.7,88,125,Tai Bo
18,M,169.4,60.1,17.7,88,110,Rock Climbing
64,F,140,40.5,31.5,87,112,Weightlifting
31,M,180.2,69.8,11.4,87,112,Horseback Riding
59,F,148,43.2,26.7,87,113,Bicycle Riding
44,F,155.8,63.2,36.9,87,124,Dodgeball
21,F,159.6,46.68,18.5,87,77,Football
23,F,163.6,71.5,36.7,87,120,Walking
56,F,156,49.4,26.2,87,114,Jogging
63,M,171.8,78,24.6,87,111,Treadmill Running
18,M,179.4,61.8,9.9,87,112,Cycling
36,M,193.6,119.08,30.1,87,94,Swimming
15,M,168.3,59.9,9.8,87,116,Dancing
35,M,170.7,66.8,21.4,87,110,Aerobics
24,M,169.2,71.6,24.7,87,108,Gymnastics
18,M,177.4,100.4,25.8,87,112,Pilates
62,M,171.2,74.7,27.9,87,114,Yoga
18,M,175.6,85.4,20.9,87,115,Golf
33,F,156.8,57,36,87,114,Bowling
18,F,159,57.2,31.9,87,133,Table Tennis
25,F,174.1,60.8,29,86,91,Hiking
20,F,165.7,48.3,25.1,86,112,Tai Bo
22,F,168.2,61,26,86,132,Rock Climbing
61,F,156.8,56.4,30.8,86,114,Weightlifting
23,M,172.6,77.7,18.6,86,110,Horseback Riding
18,M,175.2,62.7,15.6,86,123,Bicycle Riding
29,M,167,73.2,23,86,108,Dodgeball
17,M,172.8,59.2,7.8,86,131,Football
22,M,175.1,77.6,25.9,86,127,Walking
20,F,157.7,46.8,31.2,86,119,Jogging
22,M,181.6,84.5,26.6,86,107,Treadmill Running
18,M,179.4,83.7,20.6,86,111,Cycling
54,M,161.5,63.9,23,86,124,Swimming
18,F,151.3,50.4,29.3,86,121,Dancing
15,M,171.5,64.6,8.6,86,111,Aerobics
17,F,162.8,56.1,31.7,86,124,Gymnastics
30,M,167.5,79.7,24.8,86,126,Pilates
58,M,167.5,82.6,29.4,85,105,Yoga
16,F,154,45.2,22.1,85,130,Golf
60,F,148.4,50.2,33.9,85,147,Bowling
62,M,176,63.1,18.7,85,95,Table Tennis
30,M,171,70.4,18.3,85,128,Hiking
58,F,155.1,68,44.5,85,144,Tai Bo
62,F,147.9,57.7,35.3,85,121,Rock Climbing
19,M,177.8,83.1,20.4,85,96,Weightlifting
17,M,177,82.9,27.1,85,121,Horseback Riding
18,M,166.6,62,18.5,85,114,Bicycle Riding
30,M,168.6,64.8,23.3,85,100,Dodgeball
18,M,164.1,62.8,14.1,85,104,Football
23,M,166.9,72.4,33.1,85,136,Walking
30,M,175.2,83.6,27.8,85,114,Jogging
33,M,181.3,70.6,14.3,85,105,Treadmill Running
18,F,163.5,52.7,31.9,85,112,Cycling
61,M,175.3,80.7,24.9,85,98,Swimming
19,M,175,77.5,20.6,85,106,Dancing
64,M,167.8,67.6,21.3,85,120,Aerobics
42,F,161.3,57.5,36.7,85,134,Gymnastics
34,M,178.1,82,13.9,85,105,Pilates
38,F,159.2,56.1,35.4,85,113,Yoga
18,F,163.1,60.3,32.2,85,114,Golf
51,F,152.3,48.7,20.9,85,118,Bowling
62,M,176.3,79.7,27.4,84,102,Table Tennis
25,F,164.3,49.9,29.2,84,130,Hiking
46,F,155.9,56.1,33.2,84,117,Tai Bo
28,M,166.5,78.6,24.2,84,110,Rock Climbing
49,F,160,49.7,22.9,84,100,Weightlifting
15,M,175,74.2,23.2,84,115,Horseback Riding
18,M,189,73.9,15.1,84,140,Bicycle Riding
53,M,171,78.5,28.2,84,109,Dodgeball
61,F,149.8,62.1,41.4,84,111,Football
19,F,161.3,73.7,38.2,84,128,Walking
18,M,170.4,76.4,25.3,84,111,Jogging
20,F,164.8,63.3,31.7,84,130,Treadmill Running
20,M,172.3,72.4,27.1,84,129,Cycling
18,M,172.7,53.2,9,84,94,Swimming
60,F,164.5,77.9,37.3,84,113,Dancing
55,F,162.7,68.1,30.9,84,105,Aerobics
29,F,169.6,58.4,34.2,84,139,Gymnastics
45,F,159.7,62.6,34.3,84,101,Pilates
20,F,161.6,49.7,23.3,84,116,Yoga
28,M,177.3,68.1,26.7,84,113,Golf
34,M,180.4,75.2,16.3,84,103,Bowling
54,F,158.7,62.1,32.7,84,106,Table Tennis
37,M,176.2,128.7,41.1,84,115,Hiking
18,M,170.4,54.74,14.4,84,106,Tai Bo
18,M,180.4,87.5,21.4,84,104,Rock Climbing
23,F,156.7,60.9,38.3,83,110,Weightlifting
21,F,154.6,47.3,24.1,83,109,Horseback Riding
39,F,153.6,46.4,20.6,83,95,Bicycle Riding
49,F,151.1,55.7,38.4,83,97,Dodgeball
28,M,186.1,90.2,26.2,83,121,Football
17,M,175.2,85.3,29.2,83,94,Walking
61,F,159.8,48.4,20.1,83,121,Jogging
17,M,172.2,58,14.5,83,117,Treadmill Running
18,M,167.7,63.4,18.6,83,104,Cycling
48,F,164,55.4,18.7,83,109,Swimming
58,M,170.2,71.6,22.2,83,105,Dancing
50,M,171.4,70.6,14.6,83,152,Aerobics
62,F,145.1,66.7,45.4,83,118,Gymnastics
18,F,154.2,66,33.1,83,120,Pilates
51,F,150,48.1,25.4,83,112,Yoga
61,F,154,57.6,36.9,83,114,Golf
63,M,169.6,76.3,26.2,83,114,Bowling
49,M,171.1,70.7,16,83,118,Table Tennis
